"purchase","nTab","moCbook","iRecMer1","llDol"
0,1,50,0.1807172,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,6,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,1,50,0.03562567,-2.302585
0,2,50,0.03521355,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.1151112,-2.302585
0,1,50,0.01960784,-2.302585
1,29,6.30749,0.3692382,5.973581
0,0,50,0.0285972,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.3982208,5.011235
0,0,50,0.01960784,-2.302585
1,4,4.862024,0.1705896,3.557916
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.08786514,-2.302585
0,5,50,0.02209897,-2.302585
0,0,50,0.03350799,-2.302585
0,4,50,0.07154945,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.3982208,2.999724
0,2,50,0.4383641,-2.302585
0,24,29.89488,0.6156958,4.575123
0,0,50,0.01960784,-2.302585
0,0,50,0.2942769,-2.302585
0,0,50,0.01960784,-2.302585
1,8,8.147175,0.3604927,3.80866
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02561341,-2.302585
1,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,50,0.0216587,4.635505
0,4,50,0.5208761,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.07274639,-2.302585
0,2,50,0.05217332,-2.302585
0,4,50,0.02645944,-2.302585
0,2,19.08673,0.3030665,3.00072
1,4,50,0.01960784,4.383026
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,4.026601
0,1,50,0.2971496,-2.302585
0,0,50,0.02650552,-2.302585
0,0,50,0.2092959,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,8.147175,0.01960784,-2.302585
0,9,32.72011,0.3982208,4.383026
0,5,45.23653,0.04513374,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.2570078,-2.302585
0,1,50,0.02548475,-2.302585
0,0,50,0.2092959,-2.302585
0,5,50,0.07526456,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.2107449,-2.302585
0,1,50,0.9383477,-2.302585
0,0,50,0.2707222,-2.302585
0,3,50,0.288695,-2.302585
0,0,50,0.04467011,-2.302585
0,3,50,0.02504443,-2.302585
0,0,50,0.03822008,-2.302585
1,0,50,0.01960784,-2.302585
0,3,50,0.01960784,-2.302585
0,1,50,0.2756248,-2.302585
0,1,50,0.2591962,3.691127
0,0,50,0.01960784,-2.302585
0,6,50,0.188553,4.644391
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.4447691,-2.302585
0,0,50,0.01960784,-2.302585
0,1,33.37714,0.01960784,-2.302585
0,1,50,0.07154945,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.05826506,-2.302585
0,1,50,0.1142471,-2.302585
0,2,50,0.01960784,5.852145
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,16,32.98292,0.06309593,3.690877
0,6,9.822602,0.09239922,3.613347
0,1,50,0.01960784,-2.302585
0,0,50,0.06926998,-2.302585
0,1,50,0.02728968,-2.302585
1,3,50,0.2167474,3.498627
0,0,50,0.07452747,-2.302585
0,1,50,0.0216587,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.05540186,-2.302585
0,8,18.52825,0.07362616,6.355743
0,0,50,0.01960784,-2.302585
0,0,50,0.6849685,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.1070173,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.2446159,4.018183
0,0,50,0.01960784,-2.302585
0,2,50,0.02488066,-2.302585
0,2,50,0.01960784,-2.302585
0,15,50,0.07938661,4.291281
0,0,50,0.4798235,-2.302585
1,81,10.05256,0.2351669,6.111334
0,0,50,0.01960784,-2.302585
0,0,50,0.487508,-2.302585
0,3,50,0.05663888,-2.302585
0,9,6.931669,0.1260769,-2.302585
0,1,50,0.01960784,-2.302585
0,4,50,0.06415985,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,13,6.701708,0.3604927,4.026601
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.487508,-2.302585
0,1,50,0.01960784,-2.302585
0,2,50,0.02232588,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.01960784,5.65263
0,2,50,0.3481244,4.500587
0,0,50,0.01960784,-2.302585
0,2,50,0.05727834,-2.302585
0,0,50,0.01960784,-2.302585
0,8,50,0.1040897,5.204226
0,3,50,0.01960784,4.852343
0,2,50,0.3930785,4.554613
0,2,50,0.03817215,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.2807082,-2.302585
0,1,50,0.01960784,-2.302585
0,4,45.86071,0.01960784,-2.302585
0,3,50,0.04358284,2.949165
0,0,50,0.1003164,-2.302585
0,2,50,0.04447431,-2.302585
0,8,31.89882,0.6416526,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,32.19448,0.2446159,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.2591962,6.289883
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.1073949,-2.302585
0,0,50,0.1565521,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.1077751,-2.302585
0,3,50,0.4202098,4.207227
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.03570926,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.2833209,-2.302585
0,9,18.19974,0.549062,5.673323
0,2,9.658344,0.07526456,-2.302585
0,2,50,0.07022887,-2.302585
0,2,50,0.03674376,-2.302585
0,3,9.921156,0.4321408,-2.302585
0,1,50,0.1460372,-2.302585
0,3,50,0.01960784,-2.302585
0,1,50,0.2214785,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.01960784,-2.302585
0,0,50,0.02903361,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.3328959,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,9,50,0.3692382,5.57973
1,33,2.693824,0.5804729,5.609472
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.03012549,-2.302585
0,0,50,0.02781331,-2.302585
0,1,50,0.05894199,-2.302585
0,2,45.23653,0.07022887,-2.302585
0,3,8.377135,0.2122142,-2.302585
0,5,50,0.224749,3.639952
0,0,50,0.08043547,-2.302585
0,2,50,0.4447691,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.100982,-2.302585
0,3,50,0.01960784,3.1394
0,22,21.71485,0.09965951,4.8602
0,8,21.48489,0.50364,3.913422
0,5,50,0.05738632,-2.302585
0,2,50,0.03257566,-2.302585
0,2,50,0.02087162,2.895359
0,1,50,0.04954105,3.990464
0,1,50,0.02282817,-2.302585
0,1,50,0.1121426,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,50,0.02434343,-2.302585
0,4,50,0.03430091,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.06415985,-2.302585
0,0,50,0.5208761,-2.302585
0,3,29.82917,0.05611681,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.02634494,-2.302585
0,1,50,0.02405487,-2.302585
0,2,50,0.1419511,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.4798235,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.02267513,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,2,31.73456,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.2570078,-2.302585
0,1,50,0.06094826,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.03746738,-2.302585
0,1,50,0.03024522,-2.302585
1,13,22.17477,0.2636868,4.990841
0,0,50,0.01960784,-2.302585
0,5,50,0.02312297,-2.302585
1,3,9.986859,0.01960784,4.867996
0,0,50,0.3982208,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,50,0.1356264,-2.302585
0,0,50,0.01960784,-2.302585
1,10,50,0.188553,-2.302585
0,3,50,0.1581792,2.895359
0,0,50,0.01960784,-2.302585
0,7,8.377135,0.1066424,5.397167
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,50,0.549062,-2.302585
0,1,50,0.0450003,2.571849
0,0,50,0.01960784,-2.302585
0,1,6.537451,0.1326709,-2.302585
0,3,50,0.5696108,-2.302585
1,4,50,0.01960784,3.690877
0,1,50,0.02401692,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.1446493,-2.302585
1,21,4.369251,0.2659909,5.680104
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,3,50,0.05011195,4.585478
0,0,50,0.01960784,-2.302585
0,1,50,0.5121131,-2.302585
0,0,50,0.2636868,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,13,44.08673,0.1191669,4.017823
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.03139957,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.1399926,-2.302585
0,1,50,0.01960784,-2.302585
0,1,50,0.02469897,-2.302585
0,1,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,10,50,0.1326709,-2.302585
1,6,33.21288,0.3328959,-2.302585
0,9,5.683311,0.5804729,4.883256
0,3,50,0.2407466,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.0224411,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1344285,-2.302585
1,1,50,0.05095072,-2.302585
0,0,50,0.01960784,-2.302585
1,1,50,0.50364,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,1,50,0.4798235,3.913821
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.4798235,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,34.03417,0.1133959,-2.302585
0,2,50,0.01960784,5.830533
0,1,50,0.01960784,-2.302585
0,2,50,0.08306953,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.09047676,-2.302585
0,1,50,0.06512066,-2.302585
0,4,33.96846,0.5917574,5.472439
0,5,50,0.0938232,4.357478
0,0,50,0.01960784,-2.302585
0,2,50,0.0598694,-2.302585
0,0,50,0.01960784,-2.302585
0,2,10.44678,0.3930785,-2.302585
0,0,50,0.02942655,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.0485146,-2.302585
0,3,50,0.3257705,-2.302585
0,1,50,0.02741256,-2.302585
0,4,50,0.1909182,-2.302585
0,5,50,0.2707222,-2.302585
0,0,50,0.2231017,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,50,0.7718053,4.008423
0,1,50,0.3982208,-2.302585
0,1,50,0.01960784,-2.302585
0,3,41.72142,0.02776258,-2.302585
0,0,50,0.01960784,-2.302585
0,6,50,0.03895373,-2.302585
1,4,21.25493,0.05550288,4.580468
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,1,29.76347,0.03250609,-2.302585
0,0,50,0.05611681,-2.302585
0,0,50,0.01960784,-2.302585
0,2,34.09987,0.1406394,-2.302585
0,1,50,0.01960784,-2.302585
0,4,50,0.0251895,5.521461
0,10,43.62681,0.3692382,5.54146
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
1,4,50,0.01960784,-2.302585
0,1,9.592641,0.01960784,-2.302585
0,5,33.50854,0.02897833,3.715278
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.03579324,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.01960784,-2.302585
0,4,50,0.1101143,4.787825
0,3,50,0.4321408,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.04526798,-2.302585
0,13,50,0.2807082,5.130017
0,5,50,0.2659909,-2.302585
0,1,50,0.288695,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,9,46.15637,0.1460372,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,4.60597
0,1,50,0.01960784,-2.302585
0,0,50,0.1641501,-2.302585
1,16,50,0.05069616,3.647797
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.06713126,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.1326709,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,40.80158,0.0270472,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.04588207,5.710659
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,13,30.51905,0.487508,6.712908
0,1,19.61235,0.1173296,4.48931
0,2,50,0.04623048,4.882802
0,0,50,0.04002946,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.128743,-2.302585
0,1,50,0.02333568,-2.302585
0,10,50,0.4651589,5.455364
0,0,50,0.1070173,-2.302585
0,25,8.672799,0.2707222,4.190866
0,1,50,0.01960784,3.499231
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.5393338,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.06611068,-2.302585
1,5,9.592641,0.1565521,3.557631
0,1,50,0.06639909,-2.302585
0,0,50,0.01960784,-2.302585
1,9,8.90276,0.3737721,-2.302585
0,4,50,0.549062,-2.302585
0,1,21.78055,0.1220334,5.015888
0,0,50,0.01960784,-2.302585
0,1,50,0.1097174,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.5121131,-2.302585
0,2,50,0.02235868,-2.302585
0,10,45.23653,0.02173603,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.09440516,-2.302585
1,1,9.592641,0.09440516,-2.302585
0,8,50,0.5393338,3.786006
0,6,50,0.07796332,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.02257423,-2.302585
1,2,28.58081,0.09559101,-2.302585
0,1,50,0.6698944,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.03860788,5.680377
0,4,50,0.07171803,-2.302585
0,0,50,0.0255061,-2.302585
0,3,50,0.01960784,-2.302585
0,5,50,0.233364,3.690628
0,1,50,0.1315244,-2.302585
0,8,50,0.3784187,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02572163,-2.302585
0,10,8.212878,0.2092959,-2.302585
0,1,50,0.3092239,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.3092239,-2.302585
0,0,50,0.04978412,-2.302585
0,0,50,0.1051686,-2.302585
0,0,50,0.01960784,-2.302585
0,1,21.18922,0.04506692,4.079231
0,0,50,0.01960784,-2.302585
0,0,50,0.1344285,-2.302585
0,1,50,0.01960784,-2.302585
0,2,9.822602,0.09239922,-2.302585
0,1,50,0.03915415,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.4202098,4.682687
0,0,50,0.1066424,-2.302585
0,0,50,0.01960784,-2.302585
0,21,29.82917,0.07171803,3.639427
0,0,50,0.01960784,-2.302585
0,3,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,18,21.78055,0.1715509,6.14834
0,4,50,0.147452,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.4954427,-2.302585
0,2,50,0.1686987,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1839942,-2.302585
0,14,45.82786,0.0915654,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1496264,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.0287865,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
1,4,50,0.1581792,5.075674
0,0,50,0.03846154,-2.302585
0,1,50,0.03696687,-2.302585
0,0,50,0.2407466,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.4321408,-2.302585
0,1,50,0.0655413,-2.302585
0,2,50,0.03070282,-2.302585
0,7,33.96846,0.254856,5.075424
0,2,44.21813,0.1187022,-2.302585
0,1,50,0.1338375,5.59095
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.05190642,-2.302585
0,0,50,0.05199508,-2.302585
0,1,50,0.01960784,-2.302585
0,3,46.05782,0.06309593,-2.302585
0,25,7.654402,0.4581577,4.095843
0,6,20.79501,0.2446159,4.744845
0,1,50,0.549062,-2.302585
0,3,50,0.3030665,-2.302585
1,2,22.24047,0.04302838,3.436886
0,0,50,0.01960784,-2.302585
0,1,50,0.04327306,-2.302585
0,0,50,0.1326709,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,50,0.01960784,-2.302585
0,4,50,0.5917574,-2.302585
0,4,50,0.03600492,-2.302585
0,0,50,0.01960784,-2.302585
0,1,45.00657,0.01960784,-2.302585
0,4,50,0.3930785,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.06498164,3.181797
0,0,50,0.01960784,-2.302585
0,8,18.4954,0.6156958,5.231483
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.3092239,-2.302585
0,2,50,0.04111069,-2.302585
0,0,50,0.01960784,-2.302585
0,6,50,0.7527201,-2.302585
0,5,50,0.2010037,3.913622
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,8,50,0.4651589,4.443592
0,2,7.81866,0.1326709,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.02077192,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.3692382,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.02620884,-2.302585
0,0,50,0.03855898,-2.302585
0,4,50,0.3481244,2.895359
0,1,42.87122,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,5,50,0.04954105,3.690877
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.02557038,-2.302585
0,3,50,0.1016564,-2.302585
0,13,50,0.3189438,6.148297
0,0,50,0.07240034,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.1044469,-2.302585
0,0,50,0.4798235,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.05181806,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,22.17477,0.04315037,3.222469
0,0,50,0.02650552,-2.302585
0,3,50,0.09933429,-2.302585
0,3,50,0.3604927,3.933001
0,2,50,0.1526274,-2.302585
0,0,50,0.01960784,-2.302585
0,3,45.53219,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,8,20.10512,0.1467412,3.586293
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02812165,-2.302585
0,1,50,0.01960784,-2.302585
0,2,50,0.06926998,-2.302585
0,2,50,0.02070129,-2.302585
0,7,6.603154,0.1419511,-2.302585
0,2,50,0.06803147,3.852273
0,1,50,0.09529176,-2.302585
0,5,50,0.2833209,-2.302585
0,0,50,0.0226414,-2.302585
0,0,50,0.01960784,-2.302585
0,8,50,0.3692382,3.40386
0,1,50,0.01960784,-2.302585
0,24,21.78055,0.3982208,5.72352
0,2,7.358739,0.1196353,-2.302585
0,8,50,0.3403399,-2.302585
0,23,31.37319,0.5208761,-2.302585
0,1,50,0.0214149,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,20.76216,0.2298399,5.834781
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,8,19.67806,0.5804729,5.829063
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,45.82786,0.03765276,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,11,29.53351,0.03613314,-2.302585
0,0,50,0.01960784,-2.302585
0,6,50,0.04024113,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,20.49934,0.09184166,3.000222
0,0,50,0.01960784,-2.302585
1,1,50,0.1129751,-2.302585
0,1,50,0.02279399,-2.302585
0,3,50,0.07697754,-2.302585
0,0,50,0.09869018,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.151112,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,50,0.5804729,3.690877
0,0,50,0.01960784,-2.302585
0,6,50,0.3831823,-2.302585
0,2,50,0.06244871,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.09773953,-2.302585
0,0,50,0.01960784,-2.302585
0,5,50,0.01960784,4.383151
0,0,50,0.01960784,-2.302585
0,1,50,0.04207674,3.786006
0,2,50,0.03039623,3.404193
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.03513227,-2.302585
0,5,50,0.08352541,-2.302585
0,0,50,0.01960784,-2.302585
0,3,34.19842,0.0280957,-2.302585
0,2,50,0.0526243,6.109425
0,0,50,0.01960784,-2.302585
0,0,50,0.02758646,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
1,1,50,0.2833209,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.02358885,-2.302585
0,1,50,0.01960784,-2.302585
0,10,21.71485,0.06322699,4.249637
0,0,50,0.01960784,-2.302585
0,3,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,44.18528,0.06322699,3.914021
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.0771727,4.249637
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.6554694,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.05383418,-2.302585
0,1,50,0.6416526,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.487508,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.1315244,-2.302585
0,4,50,0.05771273,-2.302585
0,0,50,0.02170503,-2.302585
0,1,50,0.02997715,-2.302585
0,2,50,0.04434474,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.1368459,-2.302585
0,0,50,0.05580815,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02080031,-2.302585
1,0,50,0.1387167,-2.302585
0,3,50,0.0579324,3.499231
0,0,50,0.01960784,-2.302585
0,0,50,0.233364,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.1033827,-2.302585
0,2,50,0.01960784,-2.302585
1,6,6.373193,0.9681934,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.128743,-2.302585
0,2,50,0.01960784,3.40386
0,0,50,0.0448016,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.03915415,-2.302585
0,1,50,0.6416526,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.02092902,-2.302585
0,0,50,0.1921232,-2.302585
0,1,50,0.01960784,-2.302585
