"longitude","latitude","housingMedianAge","population","households","medianIncome","AveBedrms","AveRooms","AveOccupancy","logMedVal"
-118.49,34.05,42,632,224,15.0001,0.964285714285714,8.5625,2.82142857142857,13.1223653774023
-118.47,34.06,26,2937,1652,4.801,1.08292978208232,3.98123486682809,1.77784503631961,13.1223653774023
-118.46,34.06,20,2202,1442,4.2554,1.0624133148405,3.77808599167822,1.52704576976422,13.1223653774023
-118.47,34.05,25,1229,663,3.5909,1.08446455505279,4.05580693815988,1.85369532428356,13.1223653774023
-118.46,34.05,25,1719,1017,3.7721,1.13176007866273,4.00884955752212,1.69026548672566,12.7293207892947
-118.46,34.05,21,1489,983,4.6197,1.01932858596134,3.70193285859613,1.5147507629705,12.8674711277755
-118.47,34.05,22,2048,1121,4.7009,1.06422836752899,4.65209634255129,1.82694023193577,13.1223653774023
-118.47,34.05,27,1725,962,4.175,1.07380457380457,4.57484407484407,1.79313929313929,13.1223653774023
-118.48,34.05,36,751,396,6.7496,1.0959595959596,5.41161616161616,1.89646464646465,13.1223653774023
-118.49,34.05,45,415,209,7.0285,1.02392344497608,6.44019138755981,1.98564593301435,13.1223653774023
-118.42,34.08,46,410,152,15.0001,0.973684210526316,9.20394736842105,2.69736842105263,13.1223653774023
-118.43,34.07,34,949,439,10.3467,1.1002277904328,7.29612756264237,2.16173120728929,13.1223653774023
-118.43,34.07,38,1251,593,7.7382,1.10623946037099,5.4822934232715,2.10961214165261,13.1223653774023
-118.44,34.07,26,1322,666,7.1674,1.12312312312312,5.30780780780781,1.98498498498498,13.1223653774023
-118.44,34.07,35,1257,296,8.9565,1.12162162162162,6.66554054054054,4.24662162162162,13.1223653774023
-118.44,34.06,28,1763,867,5.5,1.10611303344867,4.50980392156863,2.03344867358708,13.1223653774023
-118.44,34.07,21,965,224,2.0511,1.17410714285714,3.25892857142857,4.30803571428571,12.7656884334656
-118.44,34.06,14,282,213,2.2857,1.37089201877934,2.44131455399061,1.32394366197183,13.1223653774023
-118.45,34.07,13,3806,1252,1.3125,1.15974440894569,3.42172523961661,3.03993610223642,12.7656884334656
-118.45,34.07,19,3751,1539,1.583,1.0454840805718,3.14814814814815,2.43729694606888,12.7656884334656
-118.45,34.06,20,2667,1131,2.2444,1.11759504862953,2.97701149425287,2.35809018567639,13.1223633774043
-118.46,34.06,46,482,226,7.0674,0.951327433628319,5.76106194690265,2.13274336283186,13.1223653774023
-118.46,34.07,43,808,407,6.7703,1.12039312039312,6.16953316953317,1.98525798525799,13.1223653774023
-118.46,34.07,49,850,318,14.2867,0.946540880503145,7.60377358490566,2.67295597484277,13.1223653774023
-118.46,34.07,42,913,414,9.2225,1.11111111111111,6.19323671497585,2.20531400966184,13.1223653774023
-118.44,34.06,9,2609,1450,3.2545,1.16896551724138,3.51862068965517,1.79931034482759,13.1223653774023
-118.44,34.05,18,1886,1036,4.4674,1.15057915057915,4.61389961389961,1.82046332046332,13.1223653774023
-118.44,34.05,32,798,417,4.7109,1.0431654676259,4.5083932853717,1.9136690647482,13.1223633774043
-118.44,34.05,15,2269,1232,5.7097,1.06493506493506,4.35714285714286,1.84172077922078,12.6657102325267
-118.43,34.06,11,911,463,7.2675,1.38444924406048,6.87688984881209,1.96760259179266,13.1223653774023
-118.43,34.06,41,601,267,5.3777,1,5.47940074906367,2.25093632958801,13.1223653774023
-118.43,34.05,22,1581,881,5.2555,1.21793416572077,4.82519863791146,1.79455164585698,13.1223653774023
-118.44,34.06,13,1649,807,6.2389,1.38661710037175,5.98884758364312,2.04337050805452,13.1223653774023
-118.42,34.06,40,1077,536,6.1527,1.05410447761194,5.47201492537313,2.00932835820896,13.1223653774023
-118.43,34.06,31,523,274,7.4219,1.03649635036496,4.80656934306569,1.90875912408759,13.1223653774023
-118.43,34.06,38,1122,572,4.1908,1.16083916083916,5.21328671328671,1.96153846153846,13.1223653774023
-118.43,34.06,20,1675,932,5.1999,1.09227467811159,4.93562231759657,1.79721030042918,13.1223653774023
-118.42,34.06,44,291,97,10.8045,0.927835051546392,5.49484536082474,3,13.1223653774023
-118.42,34.06,52,640,321,6.871,1.0404984423676,5.85981308411215,1.99376947040498,13.1223653774023
-118.42,34.05,38,1698,937,4.8304,1.2017075773746,5.21664887940235,1.81216648879402,13.1223653774023
-118.43,34.05,52,727,305,6.7115,0.950819672131147,5.55081967213115,2.38360655737705,13.1223653774023
-118.43,34.05,24,1613,893,3.9673,1.06270996640538,4.29115341545353,1.80627099664054,13.075900502994
-118.44,34.05,20,2492,1429,4.1141,1.07627711686494,4.15885234429671,1.74387683694892,12.6280670555895
-118.44,34.05,22,1588,791,4.8618,1.10113780025284,5.01896333754741,2.00758533501896,13.1223653774023
-118.43,34.04,52,962,412,5.8587,1.05582524271845,5.88592233009709,2.33495145631068,13.1117067972158
-118.45,34.05,28,936,406,2.1875,0.982758620689655,1.97290640394089,2.30541871921182,12.1079083967429
-118.45,34.04,22,1848,940,3.6673,1.11170212765957,3.53085106382979,1.96595744680851,12.5542616858186
-118.45,34.04,23,2031,1241,2.7679,1.06446414182111,3.03867848509267,1.63658340048348,12.5335762121686
-118.46,34.05,25,3136,1844,2.6509,1.15943600867679,3.74295010845987,1.70065075921909,12.9239124386805
-118.45,34.05,23,2103,1217,3.7549,1.05751848808546,3.36811832374692,1.72801972062449,12.5245263766487
-118.46,34.04,19,1820,977,3.2663,1.0603889457523,3.60491299897646,1.86284544524053,12.7293207892947
-118.47,34.04,21,2719,1420,3.5335,1.05,3.55,1.91478873239437,12.5017228876311
-118.45,34.04,19,1837,915,3.0173,1.10382513661202,3.63934426229508,2.00765027322404,12.8835984451872
-118.46,34.04,25,1390,699,3.0069,1.02718168812589,3.06437768240343,1.98855507868383,12.6915804613119
-118.46,34.04,25,1558,784,3.6976,1.08418367346939,3.53061224489796,1.98724489795918,12.7938593104323
-118.46,34.04,17,1404,758,3.1235,1.18337730870712,3.60026385224274,1.85224274406332,12.9499129404056
-118.46,34.04,31,1632,673,3.287,1.05052005943536,3.89450222882615,2.42496285289747,12.7602450737995
-118.45,34.04,21,1435,593,3.9489,1.09274873524452,4.75379426644182,2.41989881956155,12.794414711724
-118.45,34.03,45,520,175,2.6528,0.96,4.15428571428571,2.97142857142857,12.6115377536383
-118.45,34.03,39,931,363,3.7813,1.10743801652893,4.56473829201102,2.56473829201102,12.7257588977284
-118.44,34.04,49,14,7,2.1875,1,4.57142857142857,2,12.3238556811866
-118.44,34.04,16,3,4,0.536,1.5,4.5,0.75,12.7656884334656
-118.44,34.04,31,1535,631,3.0714,1.04912836767036,4.23137876386688,2.43264659270998,12.7593828809023
-118.43,34.04,52,735,307,5.2954,1.00325732899023,5.80456026058632,2.39413680781759,13.0921103342333
-118.42,34.04,46,639,273,4.925,1.01098901098901,5.52380952380952,2.34065934065934,12.9234245147869
-118.43,34.04,42,1115,516,4.5833,1.10271317829457,5.28100775193798,2.16085271317829,12.965709567359
-118.41,34.05,16,3026,1899,5.8758,1.16429699842022,5.12269615587151,1.59347024749868,13.1223653774023
-118.42,34.05,33,1124,608,5.0151,1.07236842105263,4.80427631578947,1.84868421052632,13.1223653774023
-118.42,34.05,52,981,386,7.8164,1.04145077720207,6.56217616580311,2.54145077720207,13.1223653774023
-118.4,34.05,26,1518,805,5.0762,1.14658385093168,5.55652173913044,1.88571428571429,13.1223653774023
-118.4,34.04,40,720,282,9.272,0.950354609929078,7.37234042553191,2.5531914893617,13.1223653774023
-118.4,34.04,42,420,190,12.8483,0.91578947368421,6.83157894736842,2.21052631578947,13.1223653774023
-118.4,34.03,36,871,269,8.1484,1.1003717472119,6.80669144981413,3.23791821561338,13.1223653774023
-118.41,34.03,33,994,363,3.7277,1.0633608815427,4.76584022038567,2.73829201101928,13.1223653774023
-118.41,34.04,49,228,106,8.0239,0.89622641509434,5.66981132075472,2.15094339622642,13.1223653774023
-118.39,34.05,35,1047,554,4.0283,1.03971119133574,4.43682310469314,1.8898916967509,12.9299914847569
-118.39,34.05,42,1253,531,5.222,1.05273069679849,5.84745762711864,2.35969868173258,13.1223653774023
-118.4,34.05,34,859,432,3.6953,1.0625,4.8912037037037,1.98842592592593,13.1223653774023
-118.39,34.05,25,1139,658,4.0153,1.06534954407295,4.27659574468085,1.73100303951368,13.0389817684653
-118.41,34.04,52,681,249,10.9805,1.04819277108434,7.65863453815261,2.73493975903614,13.1223653774023
-118.41,34.04,52,800,327,11.1768,1.01529051987768,6.46177370030581,2.44648318042813,13.1223653774023
-118.41,34.03,36,1234,577,5.1637,1.10051993067591,5.29116117850953,2.13864818024263,13.1223653774023
-118.42,34.04,51,771,357,6.626,0.974789915966387,5.53221288515406,2.15966386554622,13.1223653774023
-118.42,34.04,52,574,267,5.6454,1.0187265917603,5.08614232209738,2.1498127340824,13.1223653774023
-118.39,34.04,45,834,305,7.3028,1.02295081967213,6.84918032786885,2.7344262295082,13.1223653774023
-118.39,34.04,44,635,283,5.5951,1.01060070671378,6.61837455830389,2.24381625441696,13.0418038695459
-118.4,34.04,43,1398,511,8.5938,1.05088062622309,7.55968688845401,2.73581213307241,13.1223653774023
-118.4,34.05,43,394,149,10.4519,0.973154362416107,6.8993288590604,2.64429530201342,13.1223653774023
-118.39,34.05,42,577,204,6.6368,0.995098039215686,7.19117647058824,2.82843137254902,13.1223653774023
-118.38,34.04,35,1794,543,2.2961,1.0902394106814,4.11970534069982,3.30386740331492,12.2438500098642
-118.38,34.04,31,2120,672,2.7226,1.08184523809524,4.23511904761905,3.1547619047619,12.4458766377375
-118.38,34.04,45,254,118,6.2895,1.10169491525424,6.5,2.15254237288136,12.7378766756814
-118.38,34.04,36,2054,758,2.0437,1.01715039577836,3.96437994722955,2.70976253298153,12.6414201281202
-118.38,34.04,39,1665,553,3.4063,1.02893309222423,4.72694394213382,3.01084990958409,12.5120856746667
-118.39,34.04,41,85,30,4.125,0.766666666666667,3.36666666666667,2.83333333333333,12.3779229024568
-118.39,34.04,52,666,289,4.7386,0.958477508650519,5.16262975778547,2.30449826989619,12.7378766756814
-118.39,34.04,49,669,269,3.9038,1.03717472118959,4.5724907063197,2.48698884758364,12.6388286138742
-118.39,34.03,28,1161,481,3.2228,1.11434511434511,3.58004158004158,2.41372141372141,12.3566455040095
-118.39,34.03,25,1890,914,3.0574,1.14879649890591,3.76586433260394,2.06783369803063,12.674199514763
-118.4,34.03,24,491,287,3.2222,1.10801393728223,3.83623693379791,1.71080139372822,12.674199514763
-118.4,34.03,43,520,199,6.5669,1.01005025125628,5.05527638190955,2.61306532663317,12.8287973617936
-118.41,34.03,26,2435,1250,2.8418,1.1152,3.5008,1.948,12.6986324604893
-118.4,34.02,19,3870,2144,3.116,1.08722014925373,3.40345149253731,1.80503731343284,12.6115377536383
-118.4,34.02,27,397,228,2.4135,0.881578947368421,2.25877192982456,1.74122807017544,12.1248625901046
-118.41,34.03,24,1764,1147,3.1642,1.03923278116827,3.23539668700959,1.53792502179599,12.8122993540594
-118.41,34.02,24,1322,692,3.5022,1.09248554913295,3.77167630057803,1.91040462427746,12.5471769944779
-118.41,34.02,16,3390,1752,3.0965,1.06506849315068,3.32477168949772,1.93493150684932,12.6760762747759
-118.39,34.03,19,746,437,3.1415,1.16475972540046,3.31807780320366,1.7070938215103,10.9150884642146
-118.4,34.03,13,3397,1845,3.4058,1.07208672086721,3.33441734417344,1.84119241192412,12.5245263766487
-118.38,34.03,36,1756,527,2.9344,1.07969639468691,3.98671726755218,3.33206831119545,12.3108830098825
-118.39,34.03,39,1237,370,3.7206,1.01351351351351,3.69189189189189,3.34324324324324,12.3497399953426
-118.37,34.04,43,514,161,3.1827,1.05590062111801,5.51552795031056,3.19254658385093,12.2199755506992
-118.37,34.04,42,1094,382,2.767,1.10994764397906,4.73560209424084,2.86387434554974,11.870599909242
-118.38,34.03,43,705,246,2.6402,1.03658536585366,3.70731707317073,2.86585365853659,12.1318877473408
-118.37,34.04,25,442,131,2.25,1.22900763358779,4.13740458015267,3.37404580152672,12.7167982642958
-118.37,34.04,43,727,290,4.0781,0.958620689655172,5.05172413793103,2.50689655172414,12.5755650931795
-118.42,34.03,45,637,221,5.0866,1.00904977375566,5.710407239819,2.88235294117647,12.9652416216321
-118.43,34.03,45,788,306,5.2099,1.01633986928105,5.68627450980392,2.57516339869281,12.8309409853368
-118.43,34.03,39,855,387,3.2308,1.10852713178295,4.47803617571059,2.2093023255814,12.7390510739373
-118.43,34.03,26,894,435,3.1875,1.18620689655172,3.92183908045977,2.0551724137931,12.8285290854674
-118.42,34.03,44,358,158,3.3542,1.11392405063291,5.72151898734177,2.26582278481013,12.7489781627596
-118.44,34.03,25,1349,588,3.2396,1.12074829931973,3.50170068027211,2.29421768707483,12.7725221730442
-118.43,34.03,36,867,352,3.6467,1.10227272727273,4.40909090909091,2.46306818181818,12.7562151316731
-118.44,34.03,37,488,224,3.625,0.915178571428571,5.32589285714286,2.17857142857143,12.7871703222815
-118.44,34.03,37,489,202,4.2434,0.935643564356436,4.82673267326733,2.42079207920792,12.7098736543592
-118.44,34.03,30,606,274,3.125,1.10583941605839,3.79197080291971,2.21167883211679,12.7478153719309
-118.45,34.03,41,711,304,3.3482,1.05263157894737,4.07894736842105,2.33881578947368,12.6701210777372
-118.45,34.03,41,993,481,4.0231,1.0977130977131,4.33056133056133,2.06444906444906,12.7767696663336
-118.44,34.03,41,561,251,4.2411,1.05577689243028,4.63745019920319,2.23505976095618,12.7682565615713
-118.44,34.02,37,783,321,6.2583,0.959501557632399,4.9595015576324,2.4392523364486,12.863592648447
-118.44,34.01,43,651,240,4.5795,1.025,5.86666666666667,2.7125,12.8992198260901
-118.44,34.01,41,534,228,5.1708,0.969298245614035,5.74122807017544,2.34210526315789,12.9451487579785
-118.45,34.01,37,626,228,5.8666,1.09649122807018,5.82456140350877,2.74561403508772,12.9947572527992
-118.45,34.01,40,559,229,6.3516,1.04803493449782,5.94323144104804,2.4410480349345,12.7778992908536
-118.45,34.01,36,1123,417,6.4755,1.00239808153477,5.81294964028777,2.69304556354916,12.9136157063739
-118.44,34.02,32,921,461,4.0429,1.06290672451193,4.86334056399132,1.99783080260304,13.1223653774023
-118.43,34.01,43,675,247,5.3403,0.979757085020243,6.02024291497976,2.73279352226721,13.1017524235002
-118.44,34.02,39,1321,617,6.2917,1.02431118314425,5.3128038897893,2.14100486223663,13.0512969289705
-118.43,34.02,38,830,368,3.9091,1.1875,5.90217391304348,2.2554347826087,13.1223653774023
-118.43,34.02,42,634,242,8.1631,1.00826446280992,6.31404958677686,2.6198347107438,13.1223653774023
-118.43,34.02,41,1001,514,4.3906,1.00389105058366,4.67509727626459,1.94747081712062,13.1223653774023
-118.42,34.03,44,326,156,4.5278,0.83974358974359,4.03205128205128,2.08974358974359,12.8328128938925
-118.41,34.03,20,2165,1185,3.6019,1.10632911392405,3.69113924050633,1.82700421940928,13.0467773904477
-118.42,34.02,21,1423,781,3.6488,1.04353393085787,4.15364916773367,1.82202304737516,12.7390510739373
-118.42,34.02,34,973,413,4.9676,1.07506053268765,5.43099273607748,2.35593220338983,12.9338627695337
-118.42,34.02,28,1248,665,3.1941,1.10827067669173,4.76240601503759,1.87669172932331,12.8858812616509
-118.42,34.02,34,2626,947,2.2402,0.994720168954593,3.16261879619852,2.77296726504752,13.0170028617465
-118.41,34.02,34,805,362,3.3462,0.986187845303867,3.95027624309392,2.22375690607735,12.6346030265693
-118.42,34.02,22,1655,898,3.1746,1.26280623608018,3.66592427616927,1.84298440979955,12.762253971017
-118.42,34.02,26,1745,789,3.4269,1.06717363751584,3.37642585551331,2.21166032953105,12.6178511156949
-118.41,34.02,35,1161,420,3.725,1.05238095238095,4.11428571428571,2.76428571428571,12.6443275764613
-118.41,34.02,19,2636,1334,3.3955,1.10344827586207,3.52473763118441,1.976011994003,12.3238556811866
-118.41,34.02,27,1594,625,3.0833,0.9888,3.5584,2.5504,12.6619139609634
-118.42,34.01,33,1280,510,4.7083,1.04901960784314,5.35490196078431,2.50980392156863,12.9482480571575
-118.42,34.01,32,703,311,3.5667,1.14469453376206,4.18006430868167,2.2604501607717,12.8841061882801
-118.43,34.01,27,2242,1002,2.697,1.0189620758483,3.12674650698603,2.2375249500998,12.9299914847569
-118.43,34.01,41,746,285,6.4232,0.978947368421053,5.35789473684211,2.61754385964912,13.0094186183882
-118.43,34.01,31,1046,504,4.7009,1.04761904761905,5.01190476190476,2.07539682539683,13.1223653774023
-118.44,34.01,42,907,393,6.0804,1.00763358778626,5.24427480916031,2.30788804071247,12.9480099902596
-118.44,34,44,821,341,2.599,0.991202346041056,4.28739002932551,2.40762463343109,12.7999518244314
-118.44,34,44,835,314,4.75,1.12420382165605,5.72611464968153,2.65923566878981,12.7821240542139
-118.45,34,39,867,345,4.7,1.04057971014493,5.53333333333333,2.51304347826087,12.7209898871994
-118.44,34,40,806,311,3.875,1.11254019292605,4.13826366559486,2.59163987138264,12.6801305451039
-118.43,34,30,1341,559,3.3995,1.06797853309481,3.84257602862254,2.39892665474061,12.6884987947745
-118.44,34,22,3335,1585,3.1579,1.07697160883281,3.67318611987382,2.10410094637224,12.4012281603042
-118.44,34,41,874,368,4.1083,1.02445652173913,4.2445652173913,2.375,12.6894242922954
-118.42,34.01,42,952,362,3.099,1.01933701657459,4.40331491712707,2.62983425414365,12.7230791283712
-118.42,34.01,29,960,449,3.6611,1.0890868596882,4.44543429844098,2.1380846325167,12.7489781627596
-118.42,34,31,1002,410,3.9798,1.11219512195122,4.70731707317073,2.44390243902439,13.0359336494059
-118.43,34,28,3586,1815,2.7058,1.08154269972452,3.3763085399449,1.97575757575758,12.6472265960468
-118.46,34.01,43,266,103,5.6428,0.951456310679612,4.98058252427184,2.58252427184466,12.7457772288465
-118.46,34,39,2054,1053,2.918,1.04463437796771,3.89173789173789,1.95061728395062,12.753037315912
-118.46,34,37,248,84,5.1664,0.988095238095238,4.61904761904762,2.95238095238095,12.6967975975892
-118.46,34,36,679,247,4.7344,1.05263157894737,5.63562753036437,2.74898785425101,12.7567918329578
-118.46,34.01,39,347,153,4.2813,0.967320261437909,4.64705882352941,2.26797385620915,12.6021605918257
-118.47,34,38,891,376,2.7143,1.03723404255319,3.28457446808511,2.36968085106383,12.5689781392195
-118.47,34,41,1839,537,2.288,1.18435754189944,4.34078212290503,3.42458100558659,12.4818086469636
-118.46,34,39,538,159,2.3542,1.09433962264151,3.86163522012579,3.38364779874214,12.3703150889242
-118.47,33.99,34,1491,526,2.8417,0.952471482889734,3.56463878326996,2.83460076045627,12.6804417322855
-118.47,34,37,1801,737,2.6042,1.03799185888738,3.50881953867028,2.44369063772049,12.6306865724771
-118.47,33.99,31,1178,330,2.0714,1.13939393939394,3.97575757575758,3.56969696969697,12.6115377536383
-118.47,33.99,41,833,270,2.5938,1.14814814814815,4.24444444444444,3.08518518518519,12.5602444592508
-118.47,33.99,33,645,198,2.1471,1.18686868686869,4.31313131313131,3.25757575757576,12.3854732738965
-118.51,33.98,40,865,587,2.3417,1.15672913117547,3.23850085178876,1.47359454855196,12.9598444479066
-118.48,33.99,46,1107,590,2.5523,1.16271186440678,3.76101694915254,1.87627118644068,12.8674711277755
-118.47,33.99,50,764,478,3.015,1.04811715481172,3.28033472803347,1.59832635983264,12.9343456280655
-118.47,33.99,52,636,408,3.0682,1.09558823529412,3.7328431372549,1.55882352941176,12.9299914847569
-118.47,33.99,52,1095,570,2.8514,1.09122807017544,3.80175438596491,1.92105263157895,12.7902416635204
-118.47,33.99,37,1082,637,3.4071,1.13186813186813,3.38304552590267,1.69858712715856,12.4968748453182
-118.47,33.99,24,665,416,2.975,1.09134615384615,3.45673076923077,1.59855769230769,13.1223653774023
-118.5,33.97,52,388,313,2.2643,1.05111821086262,2.26517571884984,1.23961661341853,12.7656884334656
-118.45,33.99,52,573,242,4.1861,1.00826446280992,4.17355371900826,2.36776859504132,12.8027089257093
-118.46,33.99,52,528,253,3.5234,1,4.57707509881423,2.08695652173913,12.7209898871994
-118.46,33.99,44,531,256,4.0598,1.12109375,4.3828125,2.07421875,12.7245687756004
-118.46,34,44,493,206,3.6458,1.11650485436893,4.56796116504854,2.39320388349515,12.6940389751501
-118.46,34,52,376,194,3.875,1.06185567010309,4.57731958762887,1.93814432989691,12.8266491332553
-118.45,34,46,896,334,4.45,1.08383233532934,5.32035928143713,2.68263473053892,12.7608194563541
-118.45,34,43,862,354,3.962,1.15254237288136,4.53672316384181,2.43502824858757,12.7536158522313
-118.45,34,48,1142,433,4.575,0.942263279445728,4.44110854503464,2.63741339491917,12.6967975975892
-118.45,33.99,33,1720,713,2.9722,1.10098176718093,4.38288920056101,2.41234221598878,12.6915804613119
-118.45,33.99,52,779,424,3.1607,1.11320754716981,4.31367924528302,1.8372641509434,12.7337553863626
-118.46,33.99,41,562,268,3.1992,1.0634328358209,3.30223880597015,2.09701492537313,12.6241248691438
-118.46,33.99,37,1075,453,4.337,1.01545253863135,4.03532008830022,2.37306843267108,12.7955245897514
-118.46,33.98,32,1009,556,5.2121,1.06294964028777,4.29496402877698,1.81474820143885,13.0534419319379
-118.46,33.99,35,478,265,4.0156,1.13207547169811,4.5811320754717,1.80377358490566,13.1223653774023
-118.46,33.98,27,806,458,3.8935,1.1353711790393,4.84061135371179,1.75982532751092,13.1223653774023
-118.5,33.97,29,1157,696,5.128,1.16091954022989,3.93247126436782,1.66235632183908,13.1223653774023
-118.45,33.99,45,654,264,4.5673,1.01893939393939,4.28787878787879,2.47727272727273,12.7457772288465
-118.45,33.99,26,953,371,6.0672,1.09164420485175,5.17250673854447,2.56873315363881,12.9499129404056
-118.46,33.98,19,964,663,3.8068,1.09502262443439,3.80090497737557,1.45399698340875,13.1223653774023
-118.46,33.97,19,648,378,3.8698,1.12962962962963,4.38624338624339,1.71428571428571,13.1223653774023
-118.46,33.97,18,3408,2003,6.1726,1.23464802795806,4.70793809286071,1.70144782825761,13.1223653774023
-118.46,33.97,19,777,447,10,1.165548098434,5.50559284116331,1.73825503355705,13.1223653774023
-118.48,33.96,16,237,149,12.0088,1.21476510067114,6.00671140939597,1.59060402684564,13.1223653774023
-118.4,34,10,705,268,5.8083,1.26492537313433,5.69402985074627,2.63059701492537,12.6816855135404
-118.41,34,35,381,159,2.8393,1.0125786163522,4.30188679245283,2.39622641509434,12.5135573452781
-118.41,34,30,3738,880,3.191,1.06136363636364,4.03409090909091,4.24772727272727,12.5106118350484
-118.41,34,18,884,456,2.9338,0.967105263157895,2.86622807017544,1.93859649122807,12.5292425109115
-118.42,34,14,2355,978,3.1603,1.20654396728016,3.8558282208589,2.4079754601227,12.5689781392195
-118.42,33.99,35,1428,494,3.725,0.975708502024291,3.44331983805668,2.89068825910931,12.5588399646379
-118.43,33.99,35,1135,465,4.3281,1.06451612903226,4.82365591397849,2.44086021505376,12.6884987947745
-118.43,33.98,19,2927,1538,7.5426,1.03381014304291,5.41222366710013,1.90312093628088,12.7705338184621
-118.43,33.99,45,1260,415,2.6667,1.11084337349398,4.57590361445783,3.03614457831325,12.6760762747759
-118.43,33.99,43,1212,493,4.0189,1.11156186612576,5.03651115618661,2.45841784989858,12.6211579970153
-118.42,33.99,23,2847,1229,4.4228,1.01301871440195,4.51423921887714,2.31651749389748,12.8128446103434
-118.42,33.98,3,236,153,3.6667,1.01307189542484,3.10457516339869,1.54248366013072,13.0170028617465
-118.43,33.99,42,1328,541,4.875,1.03142329020333,4.72828096118299,2.4547134935305,12.6158617251184
-118.44,33.99,43,782,303,4.3333,1.01650165016502,4.72607260726073,2.58085808580858,12.6244539789049
-118.41,33.99,39,3212,777,1.1985,1.05791505791506,3.87902187902188,4.13384813384813,12.2783933071098
-118.42,33.99,38,599,194,4.0893,0.881443298969072,3.81443298969072,3.08762886597938,12.4248064883557
-118.42,33.99,35,1079,394,4.5521,1.06345177664975,4.3756345177665,2.73857868020305,12.4829465192654
-118.41,34,35,1026,307,2.7153,0.993485342019544,3.45928338762215,3.34201954397394,12.4893701196641
-118.41,33.99,36,632,215,3.6538,1.08837209302326,5.06511627906977,2.93953488372093,12.5285183979182
-118.4,33.99,39,1113,356,2.825,1.06741573033708,4.53089887640449,3.12640449438202,12.530689165775
-118.41,33.98,33,1695,735,3.9727,1.05714285714286,4.53197278911565,2.30612244897959,12.6352542802557
-118.39,33.97,38,374,180,6.2673,0.972222222222222,5.51666666666667,2.07777777777778,12.7860511279845
-118.38,33.97,43,1151,434,7.4897,1.05529953917051,6.25576036866359,2.65207373271889,12.8010555773029
-118.39,33.97,44,513,185,6.235,1.00540540540541,5.92972972972973,2.77297297297297,12.7977406571403
-118.39,33.97,43,1146,506,5.1333,1.00790513833992,5.33596837944664,2.26482213438735,12.7539049949253
-118.39,33.97,46,839,335,6.5778,1.05074626865672,6.56119402985075,2.5044776119403,12.7679715394802
-118.39,33.96,45,581,263,5.8143,0.958174904942966,5.17490494296578,2.20912547528517,12.7387576036491
-118.39,33.96,45,662,292,3.625,1.28082191780822,4.91780821917808,2.26712328767123,12.7050280967257
-118.36,33.98,40,584,231,3.0927,1.01298701298701,4.81818181818182,2.52813852813853,12.663497492569
-118.37,33.98,39,131,73,4.3438,0.945205479452055,4.15068493150685,1.79452054794521,12.7122876567385
-118.37,33.97,32,2725,1544,3.3889,1.15349740932642,4.33873056994819,1.76489637305699,12.5626975882189
-118.41,33.97,37,668,266,6.1333,1.03383458646617,6.12406015037594,2.51127819548872,12.8666966343846
-118.41,33.97,44,849,360,5.5941,1.07777777777778,6.38333333333333,2.35833333333333,12.8035345759557
-118.4,33.96,44,877,320,6.8197,0.98125,5.865625,2.740625,12.8038096412855
-118.41,33.96,44,753,282,6.0286,1.08510638297872,6.39007092198582,2.67021276595745,12.7826860098342
-118.41,33.97,43,581,232,6.2022,0.96551724137931,6.31034482758621,2.50431034482759,12.8101153510073
-118.41,33.97,44,3732,474,4.6176,1.06118143459916,5.88396624472574,7.87341772151899,12.7722383643293
-118.42,33.97,44,562,237,4.9375,1.0126582278481,6.16877637130802,2.37130801687764,12.8082004277029
-118.42,33.96,44,494,209,5.618,1.03349282296651,6.13397129186603,2.36363636363636,12.8101153510073
-118.43,33.96,38,415,163,6.1985,1.32515337423313,6.77300613496933,2.54601226993865,12.9527605930181
-118.43,33.96,13,800,355,5.8864,0.971830985915493,5.23943661971831,2.25352112676056,13.1223653774023
-118.44,33.96,33,978,447,5.6435,1.09843400447427,6.26174496644295,2.18791946308725,13.1223653774023
-118.43,33.96,20,704,254,8.7819,1.06299212598425,7.48425196850394,2.77165354330709,13.1223653774023
-118.43,33.97,16,17,4,7.7197,1.75,17.5,4.25,13.1223653774023
-118.42,33.96,24,1257,579,5.0714,1.66839378238342,7.58721934369603,2.17098445595855,12.7829668692659
-118.43,33.96,16,6270,3595,5.1064,1.10820584144645,4.14214186369958,1.74408901251739,12.5539086408017
-118.4,33.97,35,451,172,5.6169,0.936046511627907,5.30813953488372,2.62209302325581,12.9268349931231
-118.4,33.98,39,314,117,5.9856,1.00854700854701,6.1025641025641,2.68376068376068,12.97641232192
-118.4,33.98,36,996,441,5.611,1.0249433106576,5.72789115646258,2.25850340136054,13.0315630130778
-118.4,33.97,38,502,180,7.5953,0.966666666666667,6.05,2.78888888888889,12.9826414342292
-118.4,33.97,37,494,242,4.6364,1.02479338842975,5.63636363636364,2.04132231404959,13.0309057669155
-118.4,33.97,44,1221,461,5.9544,0.982646420824295,6.12798264642082,2.64859002169197,12.8405308297414
-118.4,33.96,43,1028,409,5.6732,1.11002444987775,5.90709046454768,2.51344743276284,12.7089668989699
-118.37,33.97,41,847,348,5.726,1.02011494252874,5.26724137931035,2.43390804597701,12.5700210734354
-118.38,33.97,42,813,326,6.019,1.03374233128834,5.70245398773006,2.49386503067485,12.5930342820738
-118.38,33.96,44,1287,450,4.6923,1.01777777777778,5.32222222222222,2.86,12.6081988523728
